ID,SMILES,Solubility,Mean,Occurrence
A-4541,[K+].O[C@H]([C@@H](O)C([O-])=O)C(O)=O,0.725435767,0.351519077,8
A-593,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,-1.566671071,0.314077673,9
A-3426,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.442377058,0.314077673,9
A-3449,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.4256421,0.314077673,9
A-4081,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.009892533,0.314077673,9
A-4347,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.844771408,0.314077673,9
A-4382,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.820468874,0.314077673,9
A-4420,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.774364086,0.314077673,9
A-4542,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.677454073,0.314077673,9
B-900,[Na+].[K+].O[C@H]([C@@H](O)C([O-])=O)C([O-])=O,0.3984,0.314077673,9
A-594,[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-3.944100371,-5.736265984,2
A-6046,[Sr++].Cc1cc(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)c(cc1Cl)[S]([O-])(=O)=O,-7.528431596,-5.736265984,2
A-595,Cc1ccc(C)c(C)c1,-3.323250294,-3.316625147,2
E-36,c1cc(C)cc(C)c1C,-3.31,-3.316625147,2
A-603,CC(=C)c1ccccc1,-2.324352284,-2.801658305,3
A-1816,CC(=C)c1ccccc1,-3.008082322,-2.801658305,3
A-1920,CC(=C)c1ccccc1,-3.072540311,-2.801658305,3
A-605,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],-3.648570675,-3.470297013,2
A-619,[Fe].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+].[C-]#[O+],-3.292023351,-3.470297013,2
A-608,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-1.663554019,-1.680542059,2
A-646,[Co++].CC([O-])=CC(C)=O.CC([O-])=CC(C)=O,-1.697530099,-1.680542059,2
A-611,CC\C(C)=C\CCC(C)=O,-2.404968152,-2.298777094,2
A-4716,CC\C(C)=C\CCC(C)=O,-2.192586036,-2.298777094,2
A-617,NC(N)=O,0.957840099,0.987234143,2
A-3359,NC(N)=O,1.016628187,0.987234143,2
A-622,Nc1cccc(Cl)c1,-1.373368413,-1.346544688,2
A-3406,Nc1cccc(Cl)c1,-1.319720963,-1.346544688,2
A-625,CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-7.335707323,-6.849721684,2
A-3479,CCCCCCCCCCCCCCC(C)c1cc(C)cc(C)c1O,-6.363736046,-6.849721684,2
A-626,C1CC=CC1,-2.104914482,-2.367031382,2
A-1621,C1CC=CC1,-2.629148281,-2.367031382,2
A-627,CCl,-0.977276535,-0.928638267,2
H-315,CCl,-0.88,-0.928638267,2
A-629,N,1.493854372,1.459533527,4
A-719,N,1.451806889,1.459533527,4
A-767,N,1.416142821,1.459533527,4
A-3491,N,1.476330027,1.459533527,4
A-630,CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.463139098,-2.551331593,3
A-705,CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.491877231,-2.551331593,3
A-1054,CC(C)[C@@H]1CC[C@@H](C)CC1=O,-2.698978451,-2.551331593,3
A-631,CCCOC(=O)CC,-1.340780734,-1.080390367,2
G-815,CCCOC(=O)CC,-0.82,-1.080390367,2
A-637,[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,-1.057437323,-3.249112399,2
A-1451,[Ca++].CCCCCCCCCCCCCCCCCC([O-])=O.CCCCCCCCCCCCCCCCCC([O-])=O,-5.440787474,-3.249112399,2
A-639,FC(F)(F)C(F)(F)F,-2.423907212,-3.336403606,2
B-204,FC(F)(F)C(F)(F)F,-4.2489,-3.336403606,2
A-643,C1CCCCC1,-3.209112704,-3.128973264,4
A-4951,C1CCCCC1,-3.022080351,-3.128973264,4
B-3556,C1CCCCC1,-3.1847,-3.128973264,4
E-6,C1CCCCC1,-3.1,-3.128973264,4
A-651,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.488009121,-2.556179075,7
A-754,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.53490799,-2.556179075,7
A-808,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.570623543,-2.556179075,7
A-817,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.581088976,-2.556179075,7
A-4832,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.595082326,-2.556179075,7
A-4838,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.619841565,-2.556179075,7
B-1823,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,-2.5037,-2.556179075,7
A-652,CC(C)C1CCC(C)CC1O,-2.488009121,-2.493726533,5
A-807,CC(C)C1CCC(C)CC1O,-2.570623543,-2.493726533,5
C-14,CC(C)C1CCC(C)CC1O,-2.54,-2.493726533,5
E-876,OC(C(CCC1C)C(C)C)C1,-2.53,-2.493726533,5
H-283,CC1CCC(C(C)C)C(O)C1,-2.34,-2.493726533,5
A-654,C=COCCCCOC=C,-2.44960211,-2.54867281,2
A-4846,C=COCCCCOC=C,-2.64774351,-2.54867281,2
A-658,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,0.12346464,-1.500247866,4
A-828,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,-0.973445373,-1.500247866,4
A-2353,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,-3.575505364,-1.500247866,4
A-2407,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=CC(=O)C=C3Oc4cc([O-])ccc24,-1.575505364,-1.500247866,4
A-662,Cc1cc(C)cc(O)c1,-1.387983905,-1.393258996,2
A-715,Cc1cc(C)cc(O)c1,-1.398534087,-1.393258996,2
A-666,CC(C)CC(=O)CC(C)C,-2.454057846,-2.23516059,3
A-1223,CC(C)CC(=O)CC(C)C,-1.731423923,-2.23516059,3
D-1474,CC(C)CC(=O)CC(C)C,-2.52,-2.23516059,3
A-668,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.679885573,-2.728340579,2
A-839,Nc1ccc2c(O)cc(cc2c1)[S](O)(=O)=O,-2.776795586,-2.728340579,2
A-670,Clc1ccccc1,-2.352410222,-2.447245125,8
A-716,Clc1ccccc1,-2.362960404,-2.447245125,8
A-3037,Clc1ccccc1,-2.32059795,-2.447245125,8
A-3041,Clc1ccccc1,-2.375601884,-2.447245125,8
A-3042,Clc1ccccc1,-2.400102212,-2.447245125,8
A-3044,Clc1ccccc1,-2.58155821,-2.447245125,8
A-3045,Clc1ccccc1,-2.735409881,-2.447245125,8
A-4830,Clc1ccccc1,-2.449320235,-2.447245125,8
A-672,CCCOC(=O)c1ccc(O)cc1,-2.556792013,-2.648930671,3
C-265,CCCOC(=O)C1=CC=C(O)C=C1,-2.68,-2.648930671,3
F-11,CCCOC(=O)C1=CC=C(O)C=C1,-2.71,-2.648930671,3
A-678,[O--].[O--].[O--].[Bi+3].[Bi+3],-4.898451805,-6.014564157,3
A-2085,[O--].[O--].[O--].[Bi+3].[Bi+3],-5.777924822,-6.014564157,3
A-2758,[O--].[O--].[O--].[Bi+3].[Bi+3],-7.367315845,-6.014564157,3
A-681,CC(C)CCCCCCCCCCO,-4.538396035,-4.947004699,3
A-1468,CC(C)CCCCCCCCCCO,-5.000794033,-4.947004699,3
A-2044,CC(C)CCCCCCCCCCO,-5.301824028,-4.947004699,3
A-685,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.726648631,-4.676874315,2
B-135,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,-4.6271,-4.676874315,2
A-687,CC(c1ccccc1)c2ccccc2,-4.519554064,-4.658593598,5
A-696,CC(c1ccccc1)c2ccccc2,-4.542203974,-4.658593598,5
A-869,CC(c1ccccc1)c2ccccc2,-4.596063687,-4.658593598,5
A-1100,CC(c1ccccc1)c2ccccc2,-4.692503939,-4.658593598,5
A-1460,CC(c1ccccc1)c2ccccc2,-4.942642328,-4.658593598,5
A-689,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-4.583092455,-4.30255931,2
A-1500,CC1(C)[C@H]2CC[C@]1(C)C(C2)OC(=O)C=C,-4.022026165,-4.30255931,2
A-690,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-4.701186127,-5.454962376,2
A-2194,O=C1C(c2ccc3ccccc3n2)C(=O)c4ccccc14,-6.208738625,-5.454962376,2
A-700,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.054773724,-5.613690426,6
A-1412,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.315185869,-5.613690426,6
A-2013,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.648400548,-5.613690426,6
A-2050,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.762343901,-5.613690426,6
A-2092,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.917245861,-5.613690426,6
A-2107,[Gd+3].[Gd+3].[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O.[O-]C(=O)C([O-])=O,-5.98419265,-5.613690426,6
A-702,[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-4.772550531,-4.853777335,3
A-2335,[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-4.82511681,-4.853777335,3
A-2343,[O-][N+](=O)N1CN(CN(CN(C1)[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,-4.963664664,-4.853777335,3
A-708,Cc1cc(C)cc(C)c1,-3.382657059,-3.389748211,2
A-723,Cc1cc(C)cc(C)c1,-3.396839364,-3.389748211,2
A-709,CC(=O)OC(C)(C)CCCC(=C)C=C,-3.597416499,-3.785084194,2
A-1395,CC(=O)OC(C)(C)CCCC(=C)C=C,-3.972751889,-3.785084194,2
A-710,COC(=O)c1ccc(cc1)C(=O)OC,-3.595370997,-3.737931805,4
A-1051,COC(=O)c1ccc(cc1)C(=O)OC,-3.796856222,-3.737931805,4
B-706,COC(=O)c1ccc(cc1)C(=O)OC,-4.0095,-3.737931805,4
F-14,COC(=O)C1=CC=C(C(=O)OC)C=C1,-3.55,-3.737931805,4
A-711,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,-3.623478781,-3.444410516,2
A-1829,CC1C(C)(C)C2=C(C(=O)CCC2)C1(C)C,-3.265342251,-3.444410516,2
A-718,CCCN(CCC)CCC,-2.472220255,-2.421101557,3
A-769,CCCN(CCC)CCC,-2.508784416,-2.421101557,3
B-3666,CCCN(CCC)CCC,-2.2823,-2.421101557,3
A-729,Cc1ccc(O)cc1C,-1.409346957,-1.394673478,2
G-267,Cc1ccc(O)cc1C,-1.38,-1.394673478,2
A-731,[Ca++].O[C@H]([C@@H](O)C(O)=O)C(O)=O,-2.602434694,-2.092093714,3
A-815,[Ca++].O[C@H]([C@@H](O)C(O)=O)C(O)=O,-2.664231088,-2.092093714,3
A-4256,[Ca++].O[C@H]([C@@H](O)C(O)=O)C(O)=O,-1.00961536,-2.092093714,3
A-732,OB(O)O,-0.117278319,-0.070531992,3
A-3361,OB(O)O,0.004937559,-0.070531992,3
A-3562,OB(O)O,-0.099255215,-0.070531992,3
A-733,[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-],-0.702364809,-0.655618481,3
A-3362,[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-],-0.580148931,-0.655618481,3
A-3563,[Ca++].[Ca++].[Ca++].[O-]B([O-])[O-].[O-]B([O-])[O-],-0.684341705,-0.655618481,3
A-734,[K].OB(O)O,-0.330082578,-0.28333625,3
A-3363,[K].OB(O)O,-0.207866699,-0.28333625,3
A-3564,[K].OB(O)O,-0.312059473,-0.28333625,3
A-737,CCC(C)C,-3.178814458,-3.170907229,2
D-1393,CCC(C)C,-3.163,-3.170907229,2
A-739,Cc1ccccc1Cl,-3.430287819,-2.727518909,4
A-3705,Cc1ccccc1Cl,-1.430287819,-2.727518909,4
B-3632,Cc1ccccc1Cl,-2.5295,-2.727518909,4
E-172,c1cccc(Cl)c1C,-3.52,-2.727518909,4
A-743,FC(F)C(F)(F)F,-1.416495791,-1.452899906,2
A-910,FC(F)C(F)(F)F,-1.489304021,-1.452899906,2
A-744,Cc1cccc(O)c1C,-1.424196078,-1.458378718,2
A-900,Cc1cccc(O)c1C,-1.492561359,-1.458378718,2
A-748,C1CCc2ccccc2C1,-3.454733185,-3.670192653,5
A-764,C1CCc2ccccc2C1,-3.468038652,-3.670192653,5
A-809,C1CCc2ccccc2C1,-3.490823291,-3.670192653,5
A-969,C1CCc2ccccc2C1,-3.567368139,-3.670192653,5
G-10,C1CCc2ccccc2C1,-4.37,-3.670192653,5
A-753,COC,-0.004443943,0.439960989,2
A-960,COC,0.88436592,0.439960989,2
A-755,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,0.449081811,0.166310266,4
A-963,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,0.334413649,0.166310266,4
A-2405,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,-0.209654395,0.166310266,4
B-851,[Na+].[Na+].[O-]C(=O)CCC([O-])=O,0.0914,0.166310266,4
A-756,CC(=O)Oc1ccc(cc1)[N+]([O-])=O,-2.599256825,-2.569628413,2
C-351,CC(=O)OC1=CC=C(C=C1)[N+]([O-])=O,-2.54,-2.569628413,2
A-757,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,-2.727546625,-2.732915725,2
A-772,CC(C)COC(=O)c1cc(N)c(Cl)c(N)c1,-2.738284824,-2.732915725,2
A-759,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,-0.996697453,-1.008828029,2
A-800,CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc2ccccc2.[O-]C(=O)c3ccccc3,-1.020958606,-1.008828029,2
A-762,Clc1ccc(Cl)c(Cl)c1,-3.602656377,-3.69310963,8
A-933,Clc1ccc(Cl)c(Cl)c1,-3.681262779,-3.69310963,8
A-954,Clc1ccc(Cl)c(Cl)c1,-3.702452078,-3.69310963,8
A-1049,Clc1ccc(Cl)c(Cl)c1,-3.763210242,-3.69310963,8
A-3059,Clc1ccc(Cl)c(Cl)c1,-3.656694588,-3.69310963,8
A-5017,Clc1ccc(Cl)c(Cl)c1,-3.980000978,-3.69310963,8
B-3647,Clc1ccc(Cl)c(Cl)c1,-3.5686,-3.69310963,8
E-159,c1cc(Cl)cc(Cl)c1Cl,-3.59,-3.69310963,8
A-765,O=C1CCCCCCCCCCC1,-3.607590831,-3.726710414,2
A-1234,O=C1CCCCCCCCCCC1,-3.845829996,-3.726710414,2
A-766,Nc1cccc(c1)C(F)(F)F,-1.559000847,-1.51862906,4
A-3547,Nc1cccc(c1)C(F)(F)F,-1.508195621,-1.51862906,4
A-3709,Nc1cccc(c1)C(F)(F)F,-1.536919773,-1.51862906,4
B-414,Nc1cccc(c1)C(F)(F)F,-1.4704,-1.51862906,4
A-776,FCF,-1.072742717,-1.343493416,3
A-1497,FCF,-1.437441792,-1.343493416,3
A-1641,FCF,-1.520295741,-1.343493416,3
A-779,Clc1nc(Cl)nc(Cl)n1,-2.622338856,-2.679606845,2
A-985,Clc1nc(Cl)nc(Cl)n1,-2.736874833,-2.679606845,2
A-783,CCCCCC(=O)OCC=C,-2.557262637,-2.692754567,3
A-914,CCCCCC(=O)OCC=C,-2.610551759,-2.692754567,3
A-4891,CCCCCC(=O)OCC=C,-2.910449305,-2.692754567,3
A-785,O=C1N[S](=O)(=O)c2ccccc12,-1.629428566,-1.688996351,6
A-901,O=C1N[S](=O)(=O)c2ccccc12,-1.671832414,-1.688996351,6
A-977,O=C1N[S](=O)(=O)c2ccccc12,-1.731418104,-1.688996351,6
A-4129,O=C1N[S](=O)(=O)c2ccccc12,-1.800499023,-1.688996351,6
B-4479,O=C1N[S](=O)(=O)c2ccccc12,-1.6608,-1.688996351,6
E-647,O=C(NS(=O)(=O)c1cccc2)c12,-1.64,-1.688996351,6
A-786,s1cnc2ccccc12,-1.497479325,-1.575652925,2
A-1070,s1cnc2ccccc12,-1.653826526,-1.575652925,2
A-788,OCC=C,-1.130558152,0.052720924,2
B-518,OCC=C,1.236,0.052720924,2
A-791,CC12CCC3C(CCC4=CC(=O)C=CC34C)C1CCC2=O,-2.820459609,-2.805229805,2
F-484,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,-2.79,-2.805229805,2
A-795,CC(C)CCCC=C,-3.416586328,-3.937788253,2
A-1097,CC(C)CCCC=C,-4.458990177,-3.937788253,2
A-796,Nc1cccc(N)c1,0.598454863,0.483684954,3
B-4302,Nc1cccc(N)c1,0.3426,0.483684954,3
C-81,NC1=CC(=CC=C1)N,0.51,0.483684954,3
A-798,COC(=O)c1ccccc1C(=O)OC,-1.655760624,-1.763972849,3
A-830,COC(=O)c1ccccc1C(=O)OC,-1.686157925,-1.763972849,3
F-300,COC(=O)C1=C(C(=O)OC)C=CC=C1,-1.95,-1.763972849,3
A-801,NC(CO)C(O)=O,0.60681514,0.174872768,4
A-894,NC(CO)C(O)=O,-0.421690718,0.174872768,4
A-3797,NC(CO)C(O)=O,0.534366648,0.174872768,4
C-33,NC(CO)C(O)=O,-0.02,0.174872768,4
A-802,COC(=O)c1ccc(C)cc1,-2.548214494,-2.576028816,3
A-895,COC(=O)c1ccc(C)cc1,-2.576720352,-2.576028816,3
A-925,COC(=O)c1ccc(C)cc1,-2.603151602,-2.576028816,3
A-804,O=C1NSc2ccccc12,-1.554210616,-1.932387317,12
A-945,O=C1NSc2ccccc12,-1.619855789,-1.932387317,12
A-1266,O=C1NSc2ccccc12,-1.792489366,-1.932387317,12
A-1579,O=C1NSc2ccccc12,-1.947289546,-1.932387317,12
A-1609,O=C1NSc2ccccc12,-1.967069106,-1.932387317,12
A-1818,O=C1NSc2ccccc12,-2.11769376,-1.932387317,12
A-1830,O=C1NSc2ccccc12,-2.133027903,-1.932387317,12
A-1851,O=C1NSc2ccccc12,-2.144093329,-1.932387317,12
A-3731,O=C1NSc2ccccc12,-1.534199066,-1.932387317,12
A-4656,O=C1NSc2ccccc12,-2.069607204,-1.932387317,12
A-4670,O=C1NSc2ccccc12,-2.101791887,-1.932387317,12
A-4710,O=C1NSc2ccccc12,-2.207320229,-1.932387317,12
A-805,[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,-1.729236163,-0.37921087,4
A-3829,[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,0.173853824,-0.37921087,4
A-3970,[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,0.089994316,-0.37921087,4
A-4110,[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O,-0.051455458,-0.37921087,4
A-806,ClCC(Cl)C=C,-2.473653774,-2.140649078,3
A-4609,ClCC(Cl)C=C,-1.892783082,-2.140649078,3
A-4680,ClCC(Cl)C=C,-2.055510379,-2.140649078,3
A-813,COC(C)(C)C,-0.323526854,-0.338362492,3
A-3859,COC(C)(C)C,-0.453860623,-0.338362492,3
B-4057,COC(C)(C)C,-0.2377,-0.338362492,3
A-814,[H+].[Mn++].Cc1cc(c(cc1Cl)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O)[S]([O-])(=O)=O,-4.0627672,-4.616584139,2
A-1122,[H+].[Mn++].Cc1cc(c(cc1Cl)N=Nc2c([O-])c(cc3ccccc23)C([O-])=O)[S]([O-])(=O)=O,-5.170401078,-4.616584139,2
A-819,CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17,-4.588176842,-4.695598766,2
A-2389,CCc1ccccc1.CCc2cc(CC)c(CC)cc2CC.CCC(C)(c3ccccc3)c4ccccc4.Cc5ccccc5.Cc6ccccc6c7ccccc7.Cc8cccc9ccccc89.C=Cc%10ccccc%10.C%11CCC(CC%11)c%12ccccc%12.C(Cc%13ccccc%13)c%14ccccc%14.c%15ccccc%15.c%16ccc(cc%16)c%17ccccc%17,-4.80302069,-4.695598766,2
A-820,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,-3.536992465,-4.365996232,2
B-3516,CO\N=C(C(=O)OC)/c1ccccc1COc2ccccc2C,-5.195,-4.365996232,2
A-821,CCCCCCCCCCN(C)C,-3.655220449,-3.850254142,2
A-1623,CCCCCCCCCCN(C)C,-4.045287835,-3.850254142,2
A-823,CCC(C)(O)CCCC(C)C,-2.591984737,-2.64313726,2
A-1015,CCC(C)(O)CCCC(C)C,-2.694289782,-2.64313726,2
A-827,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1,-0.46428681,-0.358860127,2
A-3332,[Na+].[Na+].[Na+].[Na+].OCCN(CCO)c1nc(Nc2ccc(cc2)[S]([O-])(=O)=O)nc(Nc3ccc(\C=C\c4ccc(Nc5nc(Nc6ccc(cc6)[S]([O-])(=O)=O)nc(n5)N(CCO)CCO)c(c4)[S]([O-])(=O)=O)cc3[S]([O-])(=O)=O)n1,-0.253433444,-0.358860127,2
A-829,[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3,-1.926669074,-2.186960443,3
A-1220,[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3,-2.105483191,-2.186960443,3
A-2410,[H+].[Cl-].CC1=CC(C=CC1=N)=C(c2ccc(N)cc2)c3ccc(N)cc3,-2.528729065,-2.186960443,3
A-833,CCOC(=O)CC(=O)C(F)(F)F,-1.663024463,-1.512512232,2
B-929,CCOC(=O)CC(=O)C(F)(F)F,-1.362,-1.512512232,2
A-834,[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.690450821,-1.690541327,3
A-903,[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.701446205,-1.690541327,3
A-3747,[O-][N+](=O)OCCOCCO[N+]([O-])=O,-1.679726956,-1.690541327,3
A-836,CC(=O)/C=C/C1C(=CCCC1(C)C)C,-2.68192381,-2.970300873,2
A-1861,CC(=O)/C=C/C1C(=CCCC1(C)C)C,-3.258677936,-2.970300873,2
A-837,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.863685612,-2.764214209,4
A-4786,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.766775599,-2.764214209,4
A-4847,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.960595625,-2.764214209,4
B-91,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,-2.4658,-2.764214209,4
A-838,CC(CC=O)CC(C)(C)C,-2.550967859,-2.793300768,3
A-1915,CC(CC=O)CC(C)(C)C,-3.15302785,-2.793300768,3
A-3043,CC(CC=O)CC(C)(C)C,-2.675906595,-2.793300768,3
A-844,[Ni++].[O-]C(=O)C([O-])=O,-3.556228502,-3.854926977,2
A-1935,[Ni++].[O-]C(=O)C([O-])=O,-4.153625453,-3.854926977,2
A-849,CNC(=S)NN,-3.417649303,-1.941611079,2
A-3795,CNC(=S)NN,-0.465572855,-1.941611079,2
A-852,Cc1ccc(Cl)cc1,-3.500325686,-3.173067935,4
A-1777,Cc1ccc(Cl)cc1,-3.012480565,-3.173067935,4
A-4940,Cc1ccc(Cl)cc1,-3.077079811,-3.173067935,4
A-4944,Cc1ccc(Cl)cc1,-3.102385677,-3.173067935,4
A-854,OC1CCCCCCCCCCC1,-3.663519539,-3.826318633,2
A-1542,OC1CCCCCCCCCCC1,-3.989117726,-3.826318633,2
A-858,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-4.798823929,-3.19713854,4
A-1219,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-3.062508747,-3.19713854,4
A-3327,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-0.668621486,-3.19713854,4
B-275,CC(=O)CC(c1ccccc1)C2=C(O)Oc3ccccc3C2=O,-4.2586,-3.19713854,4
A-859,CCCCCCCCCl,-4.48293493,-4.82758936,2
A-2540,CCCCCCCCCl,-5.172243789,-4.82758936,2
A-860,O=[Co],-4.186247502,-5.702984557,16
A-5634,O=[Co],-5.052826397,-5.702984557,16
A-5641,O=[Co],-5.091049559,-5.702984557,16
A-5647,O=[Co],-7.068487351,-5.702984557,16
A-5658,O=[Co],-6.152033402,-5.702984557,16
A-5708,O=[Co],-6.28808002,-5.702984557,16
A-5726,O=[Co],-3.35846259,-5.702984557,16
A-5739,O=[Co],-6.387528949,-5.702984557,16
A-5748,O=[Co],-7.33059928,-5.702984557,16
A-5789,O=[Co],-5.514452711,-5.702984557,16
A-5800,O=[Co],-4.544659624,-5.702984557,16
A-5833,O=[Co],-3.605586555,-5.702984557,16
A-5867,O=[Co],-6.728539289,-5.702984557,16
A-5888,O=[Co],-5.798391069,-5.702984557,16
A-5915,O=[Co],-5.868201282,-5.702984557,16
A-5957,O=[Co],-8.272607333,-5.702984557,16
A-862,CCCCCCCCCCCC(O)=O,-4.619583571,-4.090291786,2
D-688,CCCCCCCCCCCC(O)=O,-3.561,-4.090291786,2
A-866,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.643387431,-4.743573315,4
A-882,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.700718451,-4.743573315,4
A-1091,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.713587378,-4.743573315,4
B-767,CC(C)(C)c1cccc(c1O)C(C)(C)C,-4.9166,-4.743573315,4
A-867,CCC(C)(C)c1ccccc1,-4.50074592,-4.32527296,2
B-1790,CCC(C)(C)c1ccccc1,-4.1498,-4.32527296,2
A-868,CC(CCC=O)C1C(=CCCC1(C)C)C,-4.653202091,-5.096916962,2
A-2327,CC(CCC=O)C1C(=CCCC1(C)C)C,-5.540631832,-5.096916962,2
